x,age,workclass,education,educational-num,marital-status,race,gender,hours-per-week,income
37860,44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,32,>50K
37861,28,Private,Assoc-acdm,12,Never-married,White,Male,65,<=50K
37862,17,Private,11th,7,Never-married,White,Female,15,<=50K
37863,23,Private,Bachelors,13,Never-married,White,Female,60,<=50K
37864,35,Private,HS-grad,9,Married-civ-spouse,White,Male,80,>50K
37865,19,Private,Some-college,10,Never-married,White,Male,20,<=50K
37866,30,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37867,27,Private,Bachelors,13,Never-married,White,Female,40,<=50K
37868,29,?,HS-grad,9,Never-married,White,Male,50,<=50K
37869,27,Private,Assoc-voc,11,Never-married,White,Male,65,>50K
37870,37,Private,HS-grad,9,Married-civ-spouse,White,Male,45,>50K
37871,44,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50,>50K
37872,34,Private,Bachelors,13,Married-civ-spouse,White,Male,55,>50K
37873,43,Private,HS-grad,9,Separated,White,Female,40,<=50K
37874,41,Private,HS-grad,9,Divorced,White,Male,40,<=50K
37875,34,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,50,<=50K
37876,23,Private,Some-college,10,Never-married,White,Male,45,<=50K
37877,51,Private,HS-grad,9,Married-civ-spouse,White,Female,20,<=50K
37878,24,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K
37879,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,24,>50K
37880,24,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
37881,53,Self-emp-inc,Doctorate,16,Married-civ-spouse,White,Male,40,>50K
37882,33,Private,Some-college,10,Married-civ-spouse,White,Male,56,>50K
37883,24,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37884,45,Private,Masters,14,Married-civ-spouse,Black,Male,40,>50K
37885,31,Private,11th,7,Divorced,White,Male,50,<=50K
37886,38,Local-gov,Some-college,10,Widowed,Black,Female,47,<=50K
37887,28,Private,Bachelors,13,Married-civ-spouse,White,Female,50,>50K
37888,38,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50,>50K
37889,25,Private,Bachelors,13,Never-married,White,Male,50,<=50K
37890,29,Private,Some-college,10,Never-married,White,Male,40,<=50K
37891,29,Private,HS-grad,9,Never-married,White,Female,50,<=50K
37892,48,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
37893,24,Private,Assoc-voc,11,Never-married,Asian-Pac-Islander,Female,40,<=50K
37894,31,Private,HS-grad,9,Never-married,White,Female,30,<=50K
37895,36,Private,Some-college,10,Divorced,White,Male,45,<=50K
37896,62,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
37897,25,Private,Bachelors,13,Never-married,White,Female,40,<=50K
37898,55,Private,HS-grad,9,Divorced,White,Female,40,<=50K
37899,21,Private,Some-college,10,Never-married,White,Female,40,<=50K
37900,60,Private,9th,5,Married-civ-spouse,White,Male,45,<=50K
37901,41,Private,Assoc-acdm,12,Divorced,White,Male,40,<=50K
37902,43,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37903,30,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
37904,47,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
37905,50,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37906,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,55,>50K
37907,23,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37908,38,?,7th-8th,4,Divorced,White,Female,40,<=50K
37909,30,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K
37910,35,Private,HS-grad,9,Divorced,White,Female,40,<=50K
37911,25,Private,Some-college,10,Divorced,White,Female,35,<=50K
37912,61,Private,Prof-school,15,Married-civ-spouse,White,Male,20,<=50K
37913,71,?,HS-grad,9,Married-civ-spouse,White,Male,70,<=50K
37914,35,State-gov,HS-grad,9,Divorced,White,Female,40,<=50K
37915,35,Federal-gov,HS-grad,9,Divorced,White,Female,40,<=50K
37916,38,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37917,27,Self-emp-not-inc,Assoc-voc,11,Never-married,White,Male,40,<=50K
37918,51,Private,1st-4th,2,Widowed,White,Female,35,<=50K
37919,55,Self-emp-not-inc,Assoc-acdm,12,Divorced,White,Female,40,<=50K
37920,45,Private,Bachelors,13,Married-civ-spouse,White,Male,55,<=50K
37921,33,Private,Assoc-voc,11,Married-civ-spouse,Black,Female,40,<=50K
37922,25,State-gov,Some-college,10,Never-married,Black,Male,40,<=50K
37923,52,Private,Doctorate,16,Married-civ-spouse,White,Male,38,>50K
37924,46,Private,Some-college,10,Divorced,White,Female,17,<=50K
37925,34,Private,Some-college,10,Married-civ-spouse,White,Female,20,<=50K
37926,52,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
37927,47,Private,Some-college,10,Divorced,White,Female,40,<=50K
37928,46,Private,Bachelors,13,Divorced,Black,Female,40,<=50K
37929,36,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,60,>50K
37930,69,?,7th-8th,4,Married-civ-spouse,White,Male,48,<=50K
37931,34,Private,Some-college,10,Married-civ-spouse,White,Female,40,>50K
37932,36,Private,HS-grad,9,Never-married,White,Male,65,<=50K
37933,31,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37934,31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,40,>50K
37935,38,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
37936,57,Local-gov,Some-college,10,Divorced,White,Female,35,<=50K
37937,24,Private,Assoc-acdm,12,Never-married,White,Male,20,<=50K
37938,37,Private,HS-grad,9,Divorced,White,Male,45,<=50K
37939,69,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,72,>50K
37940,39,Private,Masters,14,Married-civ-spouse,White,Male,40,>50K
37941,38,Private,Assoc-voc,11,Divorced,White,Male,40,<=50K
37942,34,State-gov,HS-grad,9,Never-married,Black,Male,40,<=50K
37943,21,Private,HS-grad,9,Never-married,White,Female,40,<=50K
37944,21,Private,Some-college,10,Never-married,White,Female,20,<=50K
37945,61,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37946,35,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
37947,29,Private,Some-college,10,Never-married,Black,Male,55,<=50K
37948,18,?,10th,6,Never-married,White,Female,30,<=50K
37949,41,Local-gov,HS-grad,9,Divorced,White,Male,45,<=50K
37950,42,Private,12th,8,Married-civ-spouse,Black,Male,60,>50K
37951,52,Private,Masters,14,Divorced,White,Female,40,>50K
37952,38,Private,12th,8,Never-married,White,Female,17,<=50K
37953,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
37954,55,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
37955,20,Private,Some-college,10,Never-married,White,Female,40,<=50K
37956,23,Private,Some-college,10,Never-married,White,Male,40,<=50K
37957,24,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,<=50K
37958,48,Private,Bachelors,13,Divorced,White,Male,40,<=50K
37959,22,Private,HS-grad,9,Never-married,White,Female,40,<=50K
37960,22,State-gov,Some-college,10,Never-married,White,Female,15,<=50K
37961,28,Private,Some-college,10,Never-married,Black,Female,40,<=50K
37962,28,Private,Masters,14,Married-civ-spouse,White,Male,45,>50K
37963,34,Private,Bachelors,13,Married-civ-spouse,White,Male,55,>50K
37964,25,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
37965,48,Private,HS-grad,9,Divorced,White,Male,50,<=50K
37966,32,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,43,<=50K
37967,31,Private,9th,5,Never-married,Amer-Indian-Eskimo,Male,35,<=50K
37968,65,?,HS-grad,9,Widowed,White,Female,25,<=50K
37969,56,Local-gov,Some-college,10,Divorced,White,Female,35,<=50K
37970,22,Self-emp-not-inc,Assoc-voc,11,Never-married,Amer-Indian-Eskimo,Male,75,<=50K
37971,27,Private,Bachelors,13,Never-married,White,Male,50,<=50K
37972,27,Federal-gov,HS-grad,9,Never-married,Black,Female,40,<=50K
37973,30,Local-gov,Masters,14,Married-civ-spouse,White,Male,45,<=50K
37974,33,Private,Some-college,10,Never-married,White,Female,40,<=50K
37975,50,Private,Bachelors,13,Married-civ-spouse,White,Male,43,>50K
37976,19,Private,Some-college,10,Never-married,White,Female,22,<=50K
37977,42,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
37978,37,Federal-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
37979,26,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37980,32,?,12th,8,Never-married,Black,Female,40,<=50K
37981,43,Private,Some-college,10,Separated,White,Female,40,<=50K
37982,47,Private,HS-grad,9,Divorced,White,Female,40,<=50K
37983,26,Private,Bachelors,13,Married-civ-spouse,White,Female,40,>50K
37984,24,Private,Some-college,10,Never-married,White,Female,40,<=50K
37985,34,Private,11th,7,Divorced,White,Female,70,<=50K
37986,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
37987,35,Private,Masters,14,Never-married,Asian-Pac-Islander,Female,40,>50K
37988,57,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
37989,45,Private,HS-grad,9,Married-civ-spouse,White,Male,7,<=50K
37990,42,Private,Some-college,10,Separated,Black,Female,40,<=50K
37991,25,Private,Bachelors,13,Never-married,White,Male,35,<=50K
37992,56,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
37993,25,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37994,23,Private,Bachelors,13,Never-married,White,Male,50,<=50K
37995,35,Local-gov,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
37996,28,Private,9th,5,Never-married,White,Male,52,<=50K
37997,41,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,60,>50K
37998,26,Private,HS-grad,9,Never-married,White,Male,40,<=50K
37999,37,Private,HS-grad,9,Divorced,Black,Female,30,<=50K
38000,22,Private,HS-grad,9,Never-married,Other,Male,20,<=50K
38001,30,Private,Bachelors,13,Divorced,White,Male,40,<=50K
38002,42,Private,Bachelors,13,Separated,White,Male,40,<=50K
38003,38,Private,Assoc-voc,11,Divorced,White,Female,30,<=50K
38004,49,Private,Preschool,1,Married-civ-spouse,White,Male,40,<=50K
38005,27,Private,Bachelors,13,Married-civ-spouse,White,Male,60,>50K
38006,43,Federal-gov,HS-grad,9,Married-civ-spouse,White,Female,40,>50K
38007,68,?,Some-college,10,Married-civ-spouse,White,Female,40,<=50K
38008,41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38009,25,Private,HS-grad,9,Never-married,White,Male,40,<=50K
38010,23,Private,Bachelors,13,Never-married,White,Male,40,<=50K
38011,68,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
38012,17,Private,10th,6,Never-married,White,Male,25,<=50K
38013,45,Self-emp-not-inc,Bachelors,13,Never-married,White,Female,40,<=50K
38014,45,Private,Assoc-voc,11,Divorced,White,Male,40,>50K
38015,30,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
38016,49,State-gov,Some-college,10,Divorced,White,Female,20,<=50K
38017,42,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
38018,29,Private,HS-grad,9,Never-married,White,Female,40,<=50K
38019,21,Local-gov,Some-college,10,Never-married,White,Female,40,<=50K
38020,20,Private,Some-college,10,Never-married,White,Female,19,<=50K
38021,59,Private,11th,7,Divorced,Black,Female,35,<=50K
38022,26,Private,10th,6,Married-civ-spouse,White,Male,55,<=50K
38023,25,Private,Masters,14,Never-married,White,Female,37,<=50K
38024,33,Private,HS-grad,9,Married-civ-spouse,White,Male,55,>50K
38025,35,Private,HS-grad,9,Divorced,White,Female,40,<=50K
38026,45,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38027,66,Private,Some-college,10,Married-civ-spouse,White,Male,28,<=50K
38028,67,?,5th-6th,3,Widowed,Black,Female,40,<=50K
38029,33,Private,Assoc-acdm,12,Never-married,Other,Male,36,<=50K
38030,38,Private,HS-grad,9,Married-civ-spouse,Other,Male,40,<=50K
38031,72,Private,HS-grad,9,Married-civ-spouse,White,Male,12,<=50K
38032,21,Private,Some-college,10,Never-married,White,Female,12,<=50K
38033,39,Private,Some-college,10,Married-civ-spouse,White,Male,60,<=50K
38034,41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38035,22,Private,Some-college,10,Never-married,White,Male,12,<=50K
38036,49,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50,>50K
38037,24,Private,Bachelors,13,Never-married,White,Male,32,<=50K
38038,25,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
38039,26,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
38040,50,Private,HS-grad,9,Divorced,White,Male,40,<=50K
38041,23,Private,HS-grad,9,Never-married,White,Female,40,<=50K
38042,41,Private,10th,6,Divorced,White,Male,48,<=50K
38043,60,Private,HS-grad,9,Divorced,White,Male,40,<=50K
38044,67,?,HS-grad,9,Divorced,White,Female,7,<=50K
38045,77,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,14,<=50K
38046,62,Private,Some-college,10,Divorced,White,Female,60,<=50K
38047,22,Private,Some-college,10,Never-married,White,Male,35,<=50K
38048,37,Private,Some-college,10,Divorced,White,Female,40,<=50K
38049,17,Private,11th,7,Never-married,White,Male,10,<=50K
38050,52,Federal-gov,Masters,14,Never-married,White,Female,40,>50K
38051,31,Private,HS-grad,9,Never-married,White,Male,35,<=50K
38052,23,Federal-gov,Bachelors,13,Never-married,White,Male,40,<=50K
38053,27,Self-emp-inc,HS-grad,9,Never-married,White,Male,50,<=50K
38054,38,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Female,45,<=50K
38055,23,Private,10th,6,Never-married,White,Female,40,<=50K
38056,22,State-gov,Some-college,10,Never-married,Black,Female,40,<=50K
38057,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38058,55,Private,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K
38059,23,Private,Some-college,10,Never-married,White,Female,40,<=50K
38060,39,Private,5th-6th,3,Married-spouse-absent,Asian-Pac-Islander,Female,40,<=50K
38061,38,Local-gov,Doctorate,16,Married-civ-spouse,White,Male,50,>50K
38062,25,Private,Some-college,10,Never-married,White,Female,40,<=50K
38063,25,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,44,<=50K
38064,66,Private,Some-college,10,Married-civ-spouse,White,Male,24,<=50K
38065,30,Private,Some-college,10,Married-civ-spouse,White,Female,40,<=50K
38066,32,Private,HS-grad,9,Never-married,White,Male,40,<=50K
38067,43,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
38068,18,Private,7th-8th,4,Never-married,White,Male,30,<=50K
38069,20,Private,11th,7,Never-married,White,Male,60,<=50K
38070,20,Private,HS-grad,9,Never-married,Black,Male,45,<=50K
38071,34,Private,Masters,14,Divorced,Black,Female,40,<=50K
38072,33,Private,Assoc-acdm,12,Married-spouse-absent,White,Male,40,<=50K
38073,40,Private,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
38074,33,Private,HS-grad,9,Married-civ-spouse,White,Male,60,>50K
38075,30,Private,HS-grad,9,Never-married,White,Male,42,<=50K
38076,41,Local-gov,Preschool,1,Never-married,White,Female,30,<=50K
38077,20,Private,Some-college,10,Never-married,White,Female,12,<=50K
38078,40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
38079,44,Self-emp-not-inc,Bachelors,13,Divorced,White,Male,40,<=50K
38080,50,Private,5th-6th,3,Married-civ-spouse,Asian-Pac-Islander,Female,35,<=50K
38081,38,?,Prof-school,15,Divorced,White,Female,30,<=50K
38082,30,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,25,<=50K
38083,45,Private,Some-college,10,Divorced,White,Male,40,<=50K
38084,25,Private,Bachelors,13,Never-married,White,Female,40,<=50K
38085,22,?,Some-college,10,Never-married,White,Male,40,<=50K
38086,25,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
38087,63,?,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
38088,55,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38089,26,Private,Some-college,10,Never-married,White,Female,30,<=50K
38090,22,Private,Some-college,10,Never-married,White,Male,40,<=50K
38091,41,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,40,<=50K
38092,21,Private,Assoc-voc,11,Never-married,White,Male,40,<=50K
38093,39,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38094,82,?,Assoc-voc,11,Widowed,White,Female,8,<=50K
38095,18,Private,11th,7,Never-married,White,Male,15,<=50K
38096,60,Private,11th,7,Divorced,White,Male,40,<=50K
38097,22,Private,Some-college,10,Never-married,White,Male,20,<=50K
38098,39,Local-gov,Some-college,10,Never-married,Black,Female,40,>50K
38099,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38100,50,Local-gov,Masters,14,Divorced,Black,Female,30,<=50K
38101,53,Private,Some-college,10,Divorced,White,Female,40,<=50K
38102,27,Private,HS-grad,9,Never-married,Black,Male,60,<=50K
38103,37,Private,Some-college,10,Married-civ-spouse,Black,Male,50,<=50K
38104,25,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
38105,33,Private,Some-college,10,Married-civ-spouse,White,Male,60,<=50K
38106,34,State-gov,Bachelors,13,Married-civ-spouse,White,Male,55,<=50K
38107,35,Private,Assoc-voc,11,Never-married,White,Female,65,<=50K
38108,51,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
38109,33,Private,10th,6,Married-civ-spouse,White,Male,40,<=50K
38110,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,>50K
38111,25,?,Some-college,10,Never-married,White,Male,40,<=50K
38112,56,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
38113,34,Private,Bachelors,13,Divorced,White,Male,85,>50K
38114,36,Private,Bachelors,13,Never-married,White,Male,40,<=50K
38115,46,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38116,55,Private,HS-grad,9,Married-civ-spouse,White,Male,45,>50K
38117,88,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,40,<=50K
38118,60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,35,<=50K
38119,40,Self-emp-not-inc,Masters,14,Separated,White,Female,20,<=50K
38120,21,Private,Some-college,10,Never-married,White,Female,55,<=50K
38121,46,Private,HS-grad,9,Married-civ-spouse,Black,Female,36,<=50K
38122,56,Private,Doctorate,16,Married-civ-spouse,White,Male,50,<=50K
38123,36,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,60,<=50K
38124,67,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
38125,35,Private,Some-college,10,Married-civ-spouse,White,Male,60,<=50K
38126,20,Private,Some-college,10,Never-married,White,Female,40,<=50K
38127,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38128,23,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,40,<=50K
38129,19,?,HS-grad,9,Never-married,White,Male,30,<=50K
38130,19,Private,Some-college,10,Never-married,White,Female,15,<=50K
38131,25,Private,Some-college,10,Never-married,White,Male,40,<=50K
38132,53,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38133,18,?,Some-college,10,Never-married,Black,Female,40,<=50K
38134,31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,91,<=50K
38135,33,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
38136,33,Federal-gov,Some-college,10,Divorced,Black,Male,40,<=50K
38137,45,Self-emp-inc,Prof-school,15,Divorced,White,Male,36,>50K
38138,35,Private,Some-college,10,Divorced,Black,Female,40,<=50K
38139,20,?,HS-grad,9,Never-married,White,Male,40,<=50K
38140,36,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
38141,36,Private,HS-grad,9,Married-civ-spouse,White,Male,85,<=50K
38142,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,30,<=50K
38143,45,?,Masters,14,Married-civ-spouse,White,Male,40,<=50K
38144,45,State-gov,Prof-school,15,Divorced,Black,Male,36,>50K
38145,24,Private,5th-6th,3,Never-married,White,Male,40,<=50K
38146,28,Private,Assoc-voc,11,Never-married,White,Female,36,<=50K
38147,63,Private,11th,7,Married-civ-spouse,White,Male,22,<=50K
38148,35,Private,HS-grad,9,Married-civ-spouse,Black,Male,60,>50K
38149,25,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Female,40,<=50K
38150,36,Private,Assoc-voc,11,Married-civ-spouse,White,Female,55,>50K
38151,44,Private,HS-grad,9,Never-married,White,Male,30,<=50K
38152,49,Self-emp-not-inc,HS-grad,9,Divorced,White,Female,28,<=50K
38153,52,Private,1st-4th,2,Married-civ-spouse,White,Male,40,<=50K
38154,27,Private,Bachelors,13,Never-married,Black,Male,40,<=50K
38155,35,Private,Some-college,10,Never-married,Black,Male,40,<=50K
38156,51,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
38157,49,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
38158,35,Local-gov,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
38159,28,Private,Some-college,10,Divorced,White,Female,40,<=50K
38160,37,Private,Some-college,10,Divorced,White,Male,50,<=50K
38161,65,Private,Bachelors,13,Divorced,White,Female,40,<=50K
38162,24,Private,Bachelors,13,Never-married,White,Female,40,<=50K
38163,30,Federal-gov,Assoc-acdm,12,Never-married,White,Female,40,<=50K
38164,38,Private,HS-grad,9,Married-civ-spouse,White,Male,65,<=50K
38165,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,55,>50K
38166,57,Private,Masters,14,Married-civ-spouse,Black,Male,40,>50K
38167,40,Private,Bachelors,13,Married-civ-spouse,White,Female,45,>50K
38168,42,Private,Some-college,10,Divorced,Black,Female,40,<=50K
38169,31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38170,17,Private,12th,8,Never-married,White,Male,20,<=50K
38171,42,Private,Some-college,10,Divorced,White,Female,40,<=50K
38172,25,Private,Masters,14,Never-married,White,Female,40,<=50K
38173,40,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
38174,65,?,Prof-school,15,Never-married,White,Male,80,>50K
38175,29,Private,Masters,14,Never-married,White,Female,45,<=50K
38176,31,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
38177,71,Local-gov,Masters,14,Widowed,White,Male,20,<=50K
38178,34,Private,Bachelors,13,Never-married,White,Female,40,<=50K
38179,25,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38180,40,Private,HS-grad,9,Married-civ-spouse,White,Male,30,<=50K
38181,67,Private,Some-college,10,Widowed,White,Female,25,<=50K
38182,40,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
38183,18,Private,HS-grad,9,Never-married,Black,Female,18,<=50K
38184,38,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
38185,38,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
38186,42,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
38187,36,State-gov,HS-grad,9,Separated,White,Female,32,<=50K
38188,23,Self-emp-not-inc,1st-4th,2,Married-civ-spouse,White,Male,40,<=50K
38189,56,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
38190,36,Private,Some-college,10,Married-civ-spouse,White,Male,52,>50K
38191,22,Private,Some-college,10,Never-married,White,Male,40,<=50K
38192,39,Private,12th,8,Divorced,White,Female,40,<=50K
38193,36,State-gov,Prof-school,15,Divorced,Asian-Pac-Islander,Female,40,<=50K
38194,44,Private,Some-college,10,Married-civ-spouse,White,Male,56,>50K
38195,38,Private,11th,7,Divorced,Black,Female,52,<=50K
38196,19,?,Some-college,10,Never-married,White,Male,40,<=50K
38197,37,Private,10th,6,Married-civ-spouse,White,Male,55,<=50K
38198,57,Local-gov,HS-grad,9,Divorced,White,Female,16,<=50K
38199,54,Private,12th,8,Married-civ-spouse,White,Male,40,<=50K
38200,18,Self-emp-not-inc,Some-college,10,Never-married,White,Male,30,<=50K
38201,22,?,Some-college,10,Never-married,White,Male,72,<=50K
38202,63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
38203,38,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Female,20,<=50K
38204,26,Private,11th,7,Married-civ-spouse,White,Male,25,<=50K
38205,40,Private,11th,7,Divorced,White,Female,20,<=50K
38206,20,Private,HS-grad,9,Never-married,White,Male,40,<=50K
38207,39,Private,10th,6,Married-civ-spouse,White,Male,40,<=50K
38208,28,Private,HS-grad,9,Never-married,White,Male,42,<=50K
38209,30,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Female,5,>50K
38210,42,Private,HS-grad,9,Divorced,White,Female,40,<=50K
38211,42,Private,HS-grad,9,Divorced,White,Male,50,<=50K
38212,21,Private,HS-grad,9,Never-married,White,Female,40,<=50K
38213,40,Private,Some-college,10,Divorced,White,Male,40,<=50K
38214,36,Private,11th,7,Never-married,White,Female,40,<=50K
38215,67,Private,Some-college,10,Divorced,White,Male,35,<=50K
38216,65,Private,Some-college,10,Divorced,White,Female,40,<=50K
38217,50,Local-gov,Bachelors,13,Divorced,White,Female,50,<=50K
38218,18,Private,10th,6,Never-married,White,Male,27,<=50K
38219,31,Private,HS-grad,9,Never-married,Black,Female,38,<=50K
38220,36,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50,>50K
38221,20,Private,HS-grad,9,Never-married,White,Female,40,<=50K
38222,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
38223,24,Private,HS-grad,9,Married-civ-spouse,White,Male,39,<=50K
38224,38,Federal-gov,HS-grad,9,Divorced,White,Female,40,<=50K
38225,17,Private,10th,6,Never-married,White,Female,20,<=50K
38226,52,Without-pay,HS-grad,9,Married-civ-spouse,White,Female,30,<=50K
38227,34,Private,Masters,14,Never-married,White,Female,40,>50K
38228,30,?,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
38229,49,Private,Prof-school,15,Married-civ-spouse,White,Male,48,<=50K
38230,45,Private,9th,5,Never-married,White,Female,15,<=50K
38231,46,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,35,>50K
38232,34,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
38233,21,Self-emp-not-inc,12th,8,Married-civ-spouse,White,Female,30,<=50K
38234,17,Private,11th,7,Never-married,White,Female,30,<=50K
38235,23,Private,Some-college,10,Never-married,Black,Male,40,<=50K
38236,32,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
38237,22,Private,Some-college,10,Never-married,White,Male,40,<=50K
38238,48,State-gov,HS-grad,9,Married-civ-spouse,White,Male,35,>50K
38239,27,State-gov,Bachelors,13,Never-married,White,Male,50,<=50K
38240,43,Private,Masters,14,Never-married,White,Male,40,<=50K
38241,44,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Female,50,<=50K
38242,55,Private,Some-college,10,Married-civ-spouse,White,Male,60,>50K
38243,31,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
38244,34,Private,HS-grad,9,Never-married,White,Male,48,<=50K
38245,34,Private,HS-grad,9,Divorced,White,Male,40,<=50K
38246,37,Private,Bachelors,13,Divorced,White,Male,40,<=50K
38247,21,Private,Some-college,10,Never-married,White,Male,10,<=50K
